"","1","2","3","4","5","6","7","8","9","10","11","12","13"
"664","313221","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","313221","315999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","313320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","314992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","313320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","326192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","322222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","326299","313320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","339999","313320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","313221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","313221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","313221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","313320","313221","313210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","313249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","313249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","315228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","315234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","315222","315228","315224","315223",NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","315234","315233","315239","315232",NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","315223","315228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","315232","315239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","315221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","315231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","315221","315223","315231","315232",".",NA,NA,NA,NA,NA,NA,NA,NA
"691","315228","315239","315223","315232","315222","315234","315221",NA,NA,NA,NA,NA,NA
"692","315291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","315228","315239","315224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","315999","315228","315239","315222","315234","315224",NA,NA,NA,NA,NA,NA,NA
"695","315239","315223","315233","315228","315232","315224",NA,NA,NA,NA,NA,NA,NA
"696","31511X","315111","339113","315119",NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","315992","339920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","315999","315993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","315222","315228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","315234","315239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","315222","315228","315224","315223",NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","315234","315233","315239","315232",NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","315223","315228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","315232","315239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","315221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","315231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","315291","314999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","315999","315228","315239","315224","315234",NA,NA,NA,NA,NA,NA,NA,NA
"709","315228","315239","315223","315222","315224","315232","315233","315234",NA,NA,NA,NA,NA
"710","315231","315999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","315999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","315999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","315993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","339920","315992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","315999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","335211","314129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","314129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","314121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","314129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","314911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","314912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","314129","339113","313221","314999","315999",NA,NA,NA,NA,NA,NA,NA,NA
"723","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","316211","316219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","316219","316211","316213","316214","316212",NA,NA,NA,NA,NA,NA,NA,NA
"728","316219","316213","316214","316212",NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","316211","316212","316213","316214","316219",NA,NA,NA,NA,NA,NA,NA,NA
"730","316213","316214","316219","316212",NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","316999","326299","31511X","315111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","315991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","315991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","315991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","315991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","339999","315991","315239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","339113","339920","326299","315292","315991",NA,NA,NA,NA,NA,NA,NA,NA
"738","315999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","327991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","327991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","327991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","327910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","327910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","327993","327992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","324122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","327390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","327420","327999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","327331","327390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","327999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","327999","339113","339991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","336340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","327999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","335991","327999","327125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","327125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","327125","327124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","327125","327124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","327121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","327123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","327123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","327122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","327122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","327112","327113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","327111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","327112","327111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","327112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","327112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","327112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","327212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","327212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","327211","327215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","327211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","327211","327215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","327215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","327215","327211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","327215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","327215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","327213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","327212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","327212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","327212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","327212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","327212","327215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","327215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","327212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","339914","327215","339932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","327212","327993","333411","314992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","327212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","339913","114119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","339913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","339913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","339913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","327910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","331492","331419","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","331492","331419","332999","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","331419","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","339911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","339912","339911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","332618","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","339911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","339914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","332999","339911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","331112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","331112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","327910","331221","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","331222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","331222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","331222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","331111","331511","332999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","331511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","331111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","331111","335129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","331111","335129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","331511","332919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","332312","332321","332323","332322",NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","332420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","332439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","332420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","332618","314992","331319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","332618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","332618","332312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","333613","332618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","332999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","331222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","332722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","339993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","332611","334518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","335221","333414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","333414","333415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","332999","339912","339911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","332998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","331511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","332999","332618","316993","339912","339911","334417","339994","339995",NA,NA,NA,NA,NA
"868","331411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","331411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","331411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","331411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","331411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","331421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","331422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","331421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","332999","334419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","331421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","332919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","331422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","332618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","332618","332722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","332611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","335221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","332999","332998","339912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","332618","332913","332999","316993","332611","339912","339911",NA,NA,NA,NA,NA,NA
"887","331419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","331419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","331492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","331491","332999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","331491","332919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","332999","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","331312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","331314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","331316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","331319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","331315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","331315","332999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","331316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","332919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","332321","332322","332312","321991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","332420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","332999","332431","332439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","332420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","331319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","332999","332214","332998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","332618","332722","332999","337920","331319",NA,NA,NA,NA,NA,NA,NA,NA
"911","331419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","331491","331492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","332999","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","331419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","331419","331492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","332999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","331419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","332999","331492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","332999","331491","331492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","331492","331419","331491","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","331492","331419","331491","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","910000","331492","331419","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","331419","910000","331492","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","331491","331419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","331419","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","910000","331419","331491","331492",NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","331419","331491","910000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","331419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","331419","910000","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","910000","331419","331491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","332999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","332212","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","332213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","332212","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","332212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","332212","333991","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","332212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","333131","333514","332212","333515",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","333515","332212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","333515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","332212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","332211","339912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","339912","332211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","332510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","332510","337920","337127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","332999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","337214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","323118","331222","332618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","332999","339912","339911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","332999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","339993","339999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","332115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","339950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","333992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","332410","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","332410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","333414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","332410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","333611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","336412","920000","333618","33631X",NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","333618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","336412","33631X","333618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","333611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","336412","333611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","336415","336412","333995","333911","333996","333999","333111",NA,NA,NA,NA,NA,NA
"982","333913","333911","333618","33631X","333120","333996",NA,NA,NA,NA,NA,NA,NA
"983","333912","333415","336391","335211","333618","33631X","336311","333412","339992",NA,NA,NA,NA
"984","333415","336391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","333414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","333994","333294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","335222","333415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","335228","333414","339113","333111","333999","333291","333294","332410","333319","333220","333991",".",NA
"989","333292","333291","333220","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","333111","335224","333999","336399","333415","333411",NA,NA,NA,NA,NA,NA,NA
"991","335228","333993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","333997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","339999","333912","333298","333111","333999","333295",NA,NA,NA,NA,NA,NA,NA
"994","333923","333921","333999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","333923","333924","333120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
